id,grad_yr,type,type2,parent,degree,major,spouse_type,spouse_type2,FSA,median_income,title,affinity,latest_date,pldg_blc,cons_giving,fy16,fy15,fy14,ttl_giving
96437,1996,I     ,A     , ,BA    ,International Relations,      ,      ,M5S,80977,                                                  ,4, ,0,0,0,0,0,0
96844,1979,I     ,A     , ,MBA   ,Management,I     ,A     ,M5T,40061,Exec. Marketing Consultant                        ,10,11/13/2015,0,8,500,500,500,11550
97021,1978,I     ,A     , ,BS    ,Political Science,      ,      ,M4N,156174,National Accounts Manager                         ,4,4/4/2012,0,0,0,0,0,750
96864,1980,I     ,A     , ,BS    ,Physical Education,      ,      ,M5J,92668,Tchr                                              ,2, ,0,0,0,0,0,0
96885,2003,I     ,A     , ,MED   ,General Education,I     ,A     ,M5R,96285,Teacher                                           ,0, ,0,0,0,0,0,0
96977,1980,I     ,A     , ,BS    ,Mathematics,      ,      ,M6N,57378,Math Teacher/Baseball Coach                       ,2, ,0,0,0,0,0,0
97286,1994,I     ,A     , ,BFA   ,Art,      ,      ,M4L,74448,Multimedia Sr. Designer                           ,0, ,0,0,0,0,0,0
97319,2000,I     ,A     , ,BME   ,Music,      ,      ,M6P,68781,Band Director                                     ,3, ,0,0,0,0,0,0
97344,2002,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M3K,60887,Teacher                                           ,1, ,0,0,0,0,0,0
97503,2002,I     ,A     , ,BFA   ,Art,I     ,A     ,M5B,63763,                                                  ,0, ,0,0,0,0,0,0
98018,2004,I     ,A     , ,BS    ,Health Science,      ,      ,M1B,65192,                                                  ,0, ,0,0,0,0,0,0
97896,2001,I     ,A     , ,BS    ,Health Science,      ,      ,M3J,49625,                                                  ,2, ,0,0,0,0,0,0
98239,1982,I     ,A     ,Parent,BS    ,GRP SCI Chem,      ,      ,M2N,68333,                                                  ,1, ,0,0,0,0,0,0
98186,1976,I     ,A     ,Parent,BS    ,Business General,      ,      ,M6L,51191,President                                         ,2, ,0,0,0,0,0,0
98422,1986,I     ,A     , ,MBA   ,Management,      ,      ,M5J,92668,Math Teacher                                      ,0, ,0,0,0,0,0,0
98482,1978,I     ,A     ,Parent,BS    ,Computer Science,      ,      ,M4W,129818,Chair & CEO Coach                             ,3, ,0,0,0,0,0,0
98494,1980,I     ,A     , ,BS    ,Physical Education,      ,      ,M1L,48164,Elementary Physical Education                     ,4,10/21/2013,0,2,0,0,50,375
99058,2001,I     ,A     , ,BS    ,Psychology,      ,      ,M1N,75900,Factory Worker                                    ,1, ,0,0,0,0,0,0
99177,1996,I     ,A     , ,BS    ,Liberal Studies,      ,      ,M5J,92668,Sales                                             ,0, ,0,0,0,0,0,100
99209,1994,I     ,A     , ,BBA   ,Marketing,      ,      ,M4T,150692,Field Marketing Representative                    ,3, ,0,0,0,0,0,0
99276,2000,I     ,A     , ,BS    ,GRO Social Studies,I     ,A     ,M5V,79018,                                                  ,3, ,0,0,0,0,0,0
99511,2001,I     ,A     , ,BS    ,Legal Studies,      ,      ,M5V,79018,                                                  ,0, ,0,0,0,0,0,0
99528,2001,I     ,A     , ,BS    ,Physical Education,      ,      ,M5J,92668,Registered Nurse                                  ,1, ,0,0,0,0,0,0
99420,2000,I     ,A     , ,BA    ,Philosophy,I     ,A     ,M1B,65192,Clerk                                     ,3, ,0,0,0,0,0,0
99637,2000,I     ,A     , ,BS    ,GRO Social Studies,I     ,A     ,M5J,92668,Teacher                                           ,1, ,0,0,0,0,0,0
99618,1997,I     ,A     , ,BBA   ,Management,I     ,A     ,M4P,76675,Police Officer                                    ,4,10/19/2015,0,0,20,0,0,120
99821,2002,I     ,A     , ,BS    ,Criminal Justice,I     ,A     ,M5B,63763,                                                  ,3, ,0,0,0,0,0,0
99806,2002,I     ,A     , ,BBA   ,International Business,      ,      ,M4S,95168,Sales Manager                                     ,2,12/21/1998,0,0,0,0,0,1
99903,1975,I     ,A     , ,BS    ,Art,      ,      ,M5S,80977,Prof  of Media Sciences                           ,0, ,0,0,0,0,0,0
100033,2005,I     ,A     , ,MED   ,General Education,      ,      ,M5G,51478,                                                  ,0, ,0,0,0,0,0,0
100063,1989,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6K,43527,Branch Manager                                    ,1,10/17/1991,0,0,0,0,0,75
100065,1977,I     ,A     , ,BS    ,Psychology,      ,      ,M2N,68333,Educaitonal Consultant                            ,4,6/5/2012,0,0,0,0,0,750
100159,1987,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6J,63464,US Marshall                                       ,3, ,0,0,0,0,0,0
100036,1987,I     ,A     ,Parent,BS    ,Health Science,      ,      ,M5T,40061,Social Worker                                     ,0, ,0,0,0,0,0,0
100161,1981,I     ,A     ,Parent,BS    ,Criminal Justice,      ,      ,M3C,53636,Deputy Sheriff                                    ,2, ,0,0,0,0,0,0
100496,1991,I     ,A     , ,BBA   ,Finance,      ,      ,M5J,92668,Manager                                           ,0, ,0,0,0,0,0,0
100820,2001,I     ,A     , ,BS    ,Physics,I     ,A     ,M3H,68796,9th and 10th Grade Math Teacher                   ,1, ,0,0,0,0,0,0
100972,2002,I     ,A     , ,MED   ,General Education,I     ,I     ,M6L,51191,Athletic Director/Assistant Principal             ,0, ,0,0,0,0,0,0
100873,1997,I     ,A     , ,BS    ,Group Science,I     ,A     ,M6P,68781,3rd Grade Teacher                                 ,14,11/18/2015,0,4,50,450,450,2007
101095,2001,I     ,A     , ,MBA   ,Business General,      ,      ,M5V,79018,Senior Loan Officer                               ,0, ,0,0,0,0,0,0
101209,2001,I     ,A     , ,BA    ,Sociology,      ,      ,M5S,80977,                                                  ,1, ,0,0,0,0,0,0
101230,2001,I     ,A     , ,BA    ,Psychology,I     ,A     ,M4E,99523,                                                  ,2, ,0,0,0,0,0,0
101193,2004,I     ,A     , ,BSW   ,Social Work,      ,      ,M1N,75900,International Consultant/Caseworker               ,1, ,0,0,0,0,0,0
101229,2006,I     ,A     , ,BBA   ,Management,      ,      ,M6N,57378,Manager                                           ,3, ,0,0,0,0,0,0
101281,2005,I     ,A     , ,BBA   ,Finance,I     ,A     ,M5V,79018,Search Consultant                                 ,8,12/29/2015,0,4,140,100,150,890
101636,1977,I     ,A     , ,BBA   ,Accounting,      ,      ,M5J,92668,                                                  ,4,3/15/2006,0,0,0,0,0,150
101609,1976,I     ,A     , ,BS    ,Computer Science,      ,      ,M5R,96285,Auto Sales                                        ,2, ,0,0,0,0,0,0
101813,1977,I     ,A     , ,BS    ,Art,      ,      ,M2N,68333,Tchr                                              ,1, ,0,0,0,0,0,0
101674,1995,I     ,A     ,Parent,MBA   ,Business General,I     ,P     ,M1S,58417,President                                         ,1, ,0,0,0,0,0,0
101974,1991,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M2N,68333,Senior Account Manager                            ,51,11/13/2015,0,10,20,270,150,3165
101873,1986,I     ,A     , ,MED   ,Special Education,      ,      ,M5G,51478,Special Educ  Tchr                                ,0, ,0,0,0,0,0,0
101786,1983,I     ,A     , ,BBA   ,Business General,      ,      ,M2N,68333,Co-Owner                                          ,1, ,0,0,0,0,0,0
101825,1983,I     ,A     ,Parent,BBA   ,Business General,      ,      ,M6P,68781,Custodian                                         ,1, ,0,0,0,0,0,0
102006,1984,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6R,78744,Football Coach                                    ,1, ,0,0,0,0,0,0
102170,2001,I     ,A     , ,MED   ,General Education,      ,      ,M6E,60096,Teacher               ,1, ,0,0,0,0,0,0
102198,1994,I     ,A     , ,BS    ,Health Science,      ,      ,M5R,96285,Physical Therapist                                ,2, ,0,0,0,0,0,0
102247,1996,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6P,68781,Cadet                                             ,2, ,0,0,0,0,0,0
102512,1985,I     ,A     , ,BS    ,Physical Therapy,      ,      ,M5J,92668,                                                  ,2,3/27/2013,0,0,0,0,0,125
102531,2002,I     ,A     , ,BA    ,Criminal Justice,I     ,A     ,M6L,51191,                                                  ,1, ,0,0,0,0,0,0
102656,1992,I     ,A     , ,BSN   ,Nursing,I     ,A     ,M5V,79018,Registered Nurse                                  ,3,12/11/2015,0,0,1000,0,0,1835
102610,1999,I     ,A     , ,BS    ,Psychology,      ,      ,M3K,60887,Independent Consultant                            ,1, ,0,0,0,0,0,0
102646,2005,I     ,A     , ,BBA   ,Management,      ,      ,M5A,43816,                                                  ,2, ,0,0,0,0,0,0
103097,2003,I     ,A     , ,BBA   ,Finance,      ,      ,M5S,80977,Business Development Manager                      ,1, ,0,0,0,0,0,0
103235,1975,I     ,A     ,Parent,BBA   ,Business General,      ,      ,M5S,80977,Registered Nurse                                  ,1, ,0,0,0,0,0,0
103405,1976,I     ,A     , ,BS    ,Physical Education,      ,      ,M5S,80977,Basketball Coach                                  ,1, ,0,0,0,0,0,0
103334,1986,I     ,A     , ,MST   ,Taxation,      ,      ,M4M,59723,Chief Executive Officer                           ,0, ,0,0,0,0,0,0
103554,1983,I     ,A     ,Parent,BA    ,Criminal Justice,      ,      ,M5T,40061,                                                  ,1, ,0,0,0,0,0,0
103729,2005,I     ,A     , ,MED   ,General Education,      ,      ,M1L,48164,Special Education Teacher                         ,0, ,0,0,0,0,0,0
103926,1984,I     ,A     , ,BS    ,Health Science,      ,      ,M6H,57309,Medical Technologist                              ,1, ,0,0,0,0,0,0
103812,1984,I     ,A     , ,BS    ,Health Science,      ,      ,M5R,96285,Information Technology Manager                    ,1, ,0,0,0,0,0,0
104454,2005,I     ,A     , ,BS    ,Health Science,I     ,A     ,M1L,48164,                                                  ,1, ,0,0,0,0,0,0
104663,2004,I     ,A     , ,BS    ,Psychology,      ,      ,M5S,80977,Paraprofessional                                  ,1, ,0,0,0,0,0,0
104872,2003,I     ,A     , ,BS    ,Physical Education,      ,      ,M5J,92668,City Manager / Branch Manager                     ,1, ,0,0,0,0,0,0
104781,1999,I     ,A     , ,BBA   ,Management,      ,      ,M2N,68333,Process Engineer                                  ,4,1/24/2001,0,0,0,0,0,50
104900,1981,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6P,68781,Chief                                             ,3, ,0,0,0,0,0,0
104857,1977,I     ,A     , ,BS    ,Behavioral Science,      ,      ,M5T,40061,Attorney                                          ,1,10/18/2009,0,0,0,0,0,475
105056,1988,I     ,A     ,Parent,BBA   ,Management,I     ,P     ,M6P,68781,Human Resources Director                          ,0, ,0,0,0,0,0,0
105253,1986,I     ,A     , ,BS    ,GRP SS Hist,      ,      ,M6N,57378,Principal                                         ,1, ,0,0,0,0,0,0
105034,1983,I     ,A     ,Parent,BBA   ,Accounting,      ,      ,M6J,63464,Finance Manager                                   ,4, ,0,0,0,0,0,0
105234,1985,I     ,A     , ,BS    ,Special Education,      ,      ,M5J,92668,Second Grade Teacher                              ,0, ,0,0,0,0,0,0
105515,1997,I     ,A     , ,BBA   ,Accounting,      ,      ,M5B,63763,                                                  ,1, ,0,0,0,0,0,0
105543,1984,I     ,A     ,Parent,BS    ,Psychology,I     ,P     ,M4C,60310,Child Care Worker                                 ,2, ,0,0,0,0,0,0
105496,1985,I     ,A     , ,BA    ,History,I     ,A     ,M5S,80977,Self Employed                                     ,1,11/17/1999,0,0,0,0,0,20
105761,1982,I     ,A     ,Parent,BS    ,Criminal Justice,I     ,A     ,M1E,64284,Detective Sergeant                                ,3, ,0,0,0,0,0,0
105950,1989,I     ,A     ,Parent,BBA   ,Accounting,      ,      ,M6P,68781,Self-Employed                                     ,1, ,0,0,0,0,0,0
105936,2003,I     ,A     , ,BS    ,Statistics,      ,      ,M5R,96285,                                                  ,10,12/30/2005,0,0,0,0,0,500
106001,1989,I     ,A     , ,BS    ,Group SCI Math,      ,      ,M1H,58876,2nd GradeTeacher                                  ,1, ,0,0,0,0,0,0
106051,1991,I     ,A     , ,MBA   ,Accounting,      ,      ,M5S,80977,Controller                                        ,5,10/13/2015,0,0,25,25,0,455
106266,1993,I     ,A     , ,BBA   ,Accounting,      ,      ,M5S,80977,Senior Tax                                        ,3, ,0,0,0,0,0,0
106288,2005,I     ,A     , ,BS    ,Political Science,      ,      ,M6L,51191,Service                                           ,0, ,0,0,0,0,0,0
106526,2004,I     ,A     , ,BA    ,Communications,      ,      ,M6M,49028,National Client Account Manger                    ,1, ,0,0,0,0,0,0
106536,2003,I     ,A     , ,BBA   ,Accounting,      ,      ,M6L,51191,Owner                                             ,1, ,0,0,0,0,0,0
106605,1989,I     ,A     , ,BS    ,Physical Education,      ,      ,M5B,63763,Dental Hygienist                                  ,0, ,0,0,0,0,0,0
106689,1982,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M5M,135475,Police Sergeant                                   ,2, ,0,0,0,0,0,0
106864,1979,I     ,A     , ,BS    ,Environmental Studies,      ,      ,M3K,60887,President/Owner                                   ,2, ,0,0,0,0,0,0
106809,1990,I     ,A     , ,MBA   ,Business and Taxation,      ,      ,M5B,63763,Tax Manager                                 ,0, ,0,0,0,0,0,0
107006,1975,I     ,A     , ,BA    ,Political Science,      ,      ,M5M,135475,Attorney                                          ,1,12/31/1997,0,0,0,0,0,2675
106992,1986,I     ,A     , ,BBA   ,Marketing,      ,      ,M3B,111062,Accountant                               ,0, ,0,0,0,0,0,0
107097,2005,I     ,A     ,Parent,MED   ,General Education,I     ,A     ,M2N,68333,Teacher                                           ,0, ,0,0,0,0,0,0
107043,1978,I     ,A     , ,BS    ,Geology,      ,      ,M6H,57309,Professor PhD                                     ,4,10/30/2012,0,0,0,0,0,960
107143,1994,I     ,A     , ,BS    ,Psychology,I     ,A     ,M4C,60310,Special Educ  Teacher                             ,0,6/8/2011,0,0,0,0,0,500
107347,1980,I     ,A     , ,BS    ,Special Education,I     ,P     ,M3K,60887,Substitute Teacher                                ,1, ,0,0,0,0,0,0
107275,2001,I     ,A     , ,BME   ,Music,I     ,A     ,M5H,117919,Band Director                                     ,1, ,0,0,0,0,0,0
107591,2000,I     ,A     , ,BS    ,Public Administration,      ,      ,M5J,92668,Event Services Director                           ,2, ,0,0,0,0,0,0
107713,2004,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M5V,79018,Sheriff Deputy                                    ,3, ,0,0,0,0,0,25
107709,2002,I     ,A     , ,MED   ,General Education,      ,      ,M6P,68781,                                                  ,0, ,0,0,0,0,0,0
107974,1993,I     ,A     , ,BBA   ,Finance,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
107993,2004,I     ,A     , ,BS    ,Psychology,      ,      ,M6A,52149,Teacher                                           ,1, ,0,0,0,0,0,0
108007,1999,I     ,A     , ,BSN   ,Nursing,I     ,I     ,M5S,80977,Nurse Practitioner                                ,1,8/15/2003,0,0,0,0,0,60
107957,2003,I     ,A     , ,BS    ,Computer Science,I     ,A     ,M5M,135475,Product Verification Technical Lead               ,4, ,0,0,0,0,0,0
107982,2003,I     ,A     , ,BSN   ,Nursing,      ,      ,M3K,60887,BSN                                               ,0, ,0,0,0,0,0,0
108452,1989,I     ,A     , ,MED   ,Special Education,      ,      ,M6P,68781,Principal                                         ,1, ,0,0,0,0,0,0
108436,1985,I     ,A     , ,BSN   ,Nursing,      ,      ,M5T,40061,Clinical Supv                                     ,1,4/24/2012,0,0,0,0,0,75
108492,1983,I     ,A     , ,BS    ,Computer Science,I     ,I     ,M5E,94414,Director - Global eBusiness                       ,1, ,0,0,0,0,0,0
108567,1989,I     ,A     , ,BS    ,Advertising & Public Relations,      ,      ,M5J,92668,Pres./Creative Dir.                               ,1, ,0,0,0,0,0,0
108519,1980,I     ,A     , ,BSW   ,Social Work,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
109053,2000,I     ,A     , ,BBA   ,Management,      ,      ,M5J,92668,"Vice President, Director of Human Resources       ",2, ,0,0,0,0,0,0
109073,2003,I     ,A     , ,BS    ,Hospitality Tourism Mgt,      ,      ,M1B,65192,Manager                                           ,1, ,0,0,0,0,0,0
109167,2003,I     ,A     , ,BS    ,Psychology,      ,      ,M5B,63763,Self-Employed                                     ,1, ,0,0,0,0,0,0
109157,2001,I     ,A     , ,BSN   ,Nursing,      ,      ,M5M,135475,Registered Nurse                                  ,3, ,0,0,0,0,0,0
109256,2003,I     ,A     , ,MED   ,General Education,      ,      ,M6B,63133,8th Grade English Teacher                         ,0, ,0,0,0,0,0,0
109223,1997,I     ,A     , ,BS    ,Therapeutic Recreation,      ,      ,M5J,92668,Tchr                                              ,1, ,0,0,0,0,0,0
109419,2003,I     ,A     ,Parent,MED   ,General Education,      ,      ,M2N,68333,Elementary Education                              ,0, ,0,0,0,0,0,0
109341,2002,I     ,A     , ,BS    ,Health Science,      ,      ,M5E,94414,                                                  ,1, ,0,0,0,0,0,0
109415,1999,I     ,A     , ,BS    ,Health Science,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
109514,1999,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M5N,124397,English Teacher                                   ,3, ,0,0,0,0,0,0
109720,2004,I     ,A     , ,MED   ,Reading,      ,      ,M5G,51478,Teacher                                           ,0, ,0,0,0,0,0,0
109588,2001,I     ,A     , ,BBA   ,Finance,I     ,A     ,M3H,68796,                                                  ,0, ,0,0,0,0,0,0
109592,1995,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M1N,75900,Sales Eng/Paper Mill Applications Spec            ,1,10/10/2007,0,0,0,0,0,200
109566,2003,I     ,A     , ,BS    ,Earth Science,      ,      ,M5V,79018,VP                                                ,2, ,0,0,0,0,0,0
109752,1977,I     ,A     , ,BBA   ,Business General,I     ,A     ,M6K,43527,Self-employed                                     ,1, ,0,0,0,0,0,0
109984,1981,I     ,A     ,Parent,BS    ,Special Education,      ,      ,M5B,63763,Special Education Teacher                         ,1, ,0,0,0,0,0,0
109956,1980,I     ,A     , ,BS    ,Natural Resource Management,I     ,A     ,M5S,80977,Managing Director                                 ,3, ,0,0,0,0,0,0
110099,1981,I     ,A     , ,BBA   ,Marketing,      ,      ,M5J,92668,National Acct. Exe.                               ,1,4/9/2008,0,0,0,0,0,150
110141,2003,I     ,A     , ,MS    ,Criminal Justice,      ,      ,M5A,43816,                                                  ,0, ,0,0,0,0,0,0
110155,1981,I     ,A     ,Parent,BS    ,Nursing,I     ,P     ,M5J,92668,Registered Nurse                                  ,1, ,0,0,0,0,0,0
110246,2002,I     ,A     , ,BSN   ,Nursing,      ,      ,M5B,63763,                                                  ,0, ,0,0,0,0,0,0
110246,1986,I     ,A     , ,BS    ,Biology,      ,      ,M6N,57378,Environmental Quality Analyst                     ,2, ,0,0,0,0,0,0
110515,1989,I     ,A     ,Parent,BS    ,Mathematics,      ,      ,M5J,92668,Teacher                                           ,2, ,0,0,0,0,0,0
111007,1999,I     ,A     , ,BSE   ,Engineering,I     ,A     ,M1B,65192,Biomedical Equipment Technician                   ,1, ,0,0,0,0,0,0
111235,2001,I     ,A     , ,BS    ,Information Systems,      ,      ,M5J,92668,Project Manager Consultant                        ,1, ,0,0,0,0,0,0
111361,2001,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M5J,92668,                                                  ,1, ,0,0,0,0,0,0
111365,2003,I     ,A     , ,BS    ,Public Administration,      ,      ,M5V,79018,Coordinator of Recruitment & Retention            ,1, ,0,0,0,0,0,0
111544,1979,I     ,A     ,Parent,MPA   ,Management,      ,      ,M6L,51191,                                                  ,1, ,0,0,0,0,0,0
111456,2001,I     ,A     , ,MPA   ,Public Administration,      ,      ,M2N,68333,Manager of Records                                ,0, ,0,0,0,0,0,0
111795,1980,I     ,A     , ,BS    ,Art,      ,      ,M2N,68333,Teacher                                           ,1, ,0,0,0,0,0,0
111832,2005,I     ,A     , ,MED   ,General Education,      ,      ,M6P,68781,Teacher                                           ,0, ,0,0,0,0,0,0
112131,1984,I     ,A     , ,BS    ,Art,      ,      ,M6R,78744,Art Director                                      ,1,10/4/2011,0,0,0,0,0,325
112009,1987,I     ,A     ,Parent,BBA   ,Accounting,      ,      ,M5J,92668,Chief Financial Officer                           ,1, ,0,0,0,0,0,0
112098,1994,I     ,A     , ,BS    ,Physical Education,I     ,A     ,M2L,116538,Tchr  Physical Educ                               ,2, ,0,0,0,0,0,0
112137,1990,I     ,A     , ,BBA   ,Management,      ,      ,M1P,54560,President                                         ,0, ,0,0,0,0,0,0
112393,2002,I     ,A     , ,BBA   ,Marketing,      ,      ,M5S,80977,National Account Manager                          ,2, ,0,0,0,0,0,0
112460,2002,I     ,A     , ,BBA   ,Management,I     ,A     ,M1S,58417,                                                  ,0,4/18/2007,0,0,0,0,0,50
112522,2002,I     ,A     , ,BBA   ,Management,I     ,A     ,M5J,92668,Product Dev. Manager                              ,1, ,0,0,0,0,0,0
112800,2000,I     ,A     , ,BBA   ,Marketing,I     ,A     ,M3K,60887,                                                  ,2, ,0,0,0,0,0,0
112762,2003,I     ,A     , ,BBA   ,Finance,      ,      ,M2N,68333,                                                  ,1, ,0,0,0,0,0,0
112787,2002,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M6N,57378,Teacher                                           ,0, ,0,0,0,0,0,0
112984,2004,I     ,A     , ,BS    ,Mathematics,      ,      ,M3K,60887,High School Math Teacher                          ,1, ,0,0,0,0,0,0
112912,2002,I     ,A     , ,BS    ,GRO Social Studies,      ,      ,M5S,80977,                                                  ,12,4/3/2014,0,2,0,0,300,650
113277,1980,I     ,A     , ,BS    ,Biology,      ,      ,M6J,63464,                                                  ,4,10/6/2015,0,2,1000,0,3500,6550
113241,1986,I     ,A     , ,BS    ,Physical Therapy,      ,      ,M1H,58876,                                                  ,0, ,0,0,0,0,0,0
113279,1980,I     ,A     , ,BS    ,Psychology,      ,      ,M4E,99523,"Director, Counseling Services                     ",1, ,0,0,0,0,0,0
113412,2004,I     ,A     ,Parent,BSN   ,Nursing - RN,I     ,P     ,M4C,60310,                                                  ,1, ,0,0,0,0,0,0
113591,1980,I     ,A     , ,BBA   ,Business General,      ,      ,M3H,68796,President                                         ,0, ,0,0,0,0,0,0
113588,1987,I     ,A     ,Parent,BS    ,Criminal Justice,      ,      ,M2N,68333,Sergeant                                          ,2, ,0,0,0,0,0,0
113789,1987,I     ,A     , ,BS    ,GRP SS Psych,      ,      ,M5V,79018,Teacher                                           ,1, ,0,0,0,0,0,0
113829,1988,I     ,A     , ,BS    ,Hospitality Tourism Mgt,      ,      ,M4S,95168,                                                  ,0, ,0,0,0,0,0,0
114106,1994,I     ,A     , ,BBA   ,Accounting,      ,      ,M6L,51191,Accountant                                        ,9,11/11/2009,0,0,0,0,0,1225
114662,2003,I     ,A     , ,MSW   ,Social Work,      ,      ,M5V,79018,Manager of Case Management                        ,0, ,0,0,0,0,0,0
114740,2001,I     ,A     , ,BA    ,English Language and Literature,I     ,A     ,M6H,57309,High School English Teacher                       ,2, ,0,0,0,0,0,0
114615,2001,I     ,A     , ,BBA   ,Finance,      ,      ,M6J,63464,                                                  ,0, ,0,0,0,0,0,0
114944,1973,I     ,A     , ,BBA   ,Business General,      ,      ,M1B,65192,                                                  ,0, ,0,0,0,0,0,0
114991,1981,I     ,A     , ,BS    ,Geology,      ,      ,M6N,57378,                                                  ,6,10/15/2015,0,2,25,25,25,170
114820,1997,I     ,A     , ,MED   ,General Education,      ,      ,M5M,135475,                                                  ,2, ,0,0,0,0,0,0
114959,1984,I     ,A     , ,MST   ,Taxation,      ,      ,M5J,92668,CFO                                               ,2, ,0,0,0,0,0,0
115103,1976,I     ,A     , ,MBA   ,Finance,      ,      ,M4T,150692,"Writer, Editor                                    ",2, ,0,0,0,0,0,0
115097,1987,I     ,A     ,Parent,BBA   ,Management,      ,      ,M6P,68781,Engrg  Tech                                       ,1, ,0,0,0,0,0,0
115178,1973,I     ,A     , ,BS    ,Social Relations,      ,      ,M6M,49028,                                                  ,0, ,0,0,0,0,0,0
115150,1980,I     ,A     , ,BM    ,Music,I     ,I     ,M5S,80977,Fashion Consultant                                ,5,10/25/2010,0,0,0,0,0,495
115014,1977,I     ,A     ,Parent,BA    ,Mathematics,      ,      ,M6L,51191,                                                  ,1, ,0,0,0,0,0,0
115190,2002,I     ,A     , ,MED   ,General Education,      ,      ,M1H,58876,4th Grade Teacher                                 ,0, ,0,0,0,0,0,0
115203,1978,I     ,A     , ,BA    ,Art,      ,      ,M5A,43816,Associate Professor                               ,2, ,0,0,0,0,0,0
115363,1980,I     ,A     , ,BBA   ,Marketing,      ,      ,M5N,124397,Director of Sponsorship Sales                     ,5,4/19/2012,0,0,0,0,0,1400
115500,1986,I     ,A     , ,BA    ,Liberal Studies,      ,      ,M5G,51478,                                                  ,0, ,0,0,0,0,0,0
115569,1984,I     ,A     ,Parent,BS    ,Criminal Justice,      ,      ,M5J,92668,                                                  ,2, ,0,0,0,0,0,0
115565,1987,I     ,A     , ,MBA   ,Management,      ,      ,M5S,80977,Human Resources Labor Relations Generalist        ,2, ,0,0,0,0,0,0
115727,1983,I     ,A     ,Parent,BSN   ,Nursing,I     ,A     ,M3B,111062,Certified Disease Management                      ,9,3/19/2015,0,12,0,50,80,1190
116005,2002,I     ,A     , ,BS    ,Film and Video,      ,      ,M5T,40061,Planetarium Manager                               ,2, ,0,0,0,0,0,0
116209,2002,I     ,A     , ,BA    ,English Language and Literature,      ,      ,M4B,63005,Spanish Teacher                                   ,0,12/5/2006,0,0,0,0,0,5
116440,1992,I     ,A     , ,BBA   ,Marketing,      ,      ,M1B,65192,Director of Operations                            ,2, ,0,0,0,0,0,0
116630,2005,I     ,A     , ,BS    ,Communications,      ,      ,M5A,43816,Auditor                                           ,0, ,0,0,0,0,0,0
116571,2002,I     ,A     , ,BA    ,Communications,      ,      ,M6P,68781,Musician                         ,0, ,0,0,0,0,0,0
116769,2002,I     ,A     , ,BS    ,Criminal Justice,      ,      ,M6M,49028,Case Manager                                      ,1, ,0,0,0,0,0,0
117253,1982,I     ,A     , ,BS    ,Psychology,      ,      ,M5T,40061,General Manager                                   ,2, ,0,0,0,0,0,0
117482,1983,I     ,A     , ,BS    ,Nursing,      ,      ,M2N,68333,RN                                                ,1, ,0,0,0,0,0,0
117535,1991,I     ,A     , ,BS    ,Biology,      ,      ,M3J,49625,                                                  ,1, ,0,0,0,0,0,0
117533,1986,I     ,I     , ,      , ,      ,      ,M5B,63763,Teacher                                           ,0,10/24/2004,0,0,0,0,0,50
117706,1990,I     ,A     ,Parent,BS    ,Art,      ,      ,M5S,80977,Producer                                          ,0, ,0,0,0,0,0,0
117817,2000,I     ,A     , ,BBA   ,Marketing,      ,      ,M5J,92668,President                                         ,1, ,0,0,0,0,0,0
117773,1990,I     ,A     , ,BBA   ,International Business,      ,      ,M3J,49625,Stay at Home Mom                                  ,9,10/20/2015,50,0,50,0,0,275
117796,2002,I     ,A     ,Parent,BBA   ,Marketing,      ,      ,M1B,65192,Owner                                             ,1, ,0,0,0,0,0,0
118302,2002,I     ,A     , ,BS    ,Physical Education,      ,      ,M5S,80977,Contract Employee                                 ,1, ,0,0,0,0,0,0
118304,2002,I     ,A     , ,MED   ,General Education,      ,      ,M5T,40061,2nd Teacher                                       ,2, ,0,0,0,0,0,0
118371,1998,I     ,A     , ,BS    ,Computer Science,      ,      ,M6H,57309,Computer Programer                                ,2, ,0,0,0,0,0,0
118438,1989,I     ,A     , ,BS    ,Biomedical Sciences,      ,      ,M1E,64284,                                                  ,3,8/2/2012,0,0,0,0,0,100
118640,1980,I     ,A     , ,MED   ,Special Education,      ,      ,M1B,65192,Special Ed Supv.                                  ,0, ,0,0,0,0,0,0
118635,1977,I     ,A     , ,BBA   ,Marketing,      ,      ,M4T,150692,Regional Sales Manager                            ,1, ,0,0,0,0,0,0
118854,1984,I     ,A     , ,BS    ,Chemistry,I     ,I     ,M2N,68333,Plant Manager                                     ,8,11/7/2015,0,10,350,250,150,1975
